# LAMMPS data file written by OVITO Pro 3.7.11
256 atoms
2 atom types
0.0 13.5273049541 xlo xhi
0.0 14.9629428031 ylo yhi
0.0 14.9629428031 zlo zhi

Atoms  # atomic

1 1 1.6909172428 1.8703629757 -2.4349183336e-08
2 1 1.6909172428 -2.4349183336e-08 1.8703629757
3 1 2.4283119271e-07 1.8703629757 1.8703629757
4 1 2.4283119271e-07 -2.4349183336e-08 -2.4349183336e-08
5 1 1.6909172428 1.8703629757 3.7407329757
6 1 1.6909172428 -2.4349183336e-08 5.6111029757
7 1 2.4283119271e-07 1.8703629757 5.6111029757
8 1 2.4283119271e-07 -2.4349183336e-08 3.7407329757
9 1 1.6909172428 1.8703629757 7.4814729757
10 1 1.6909172428 -2.4349183336e-08 9.3518329757
11 1 2.4283119271e-07 1.8703629757 9.3518329757
12 1 2.4283119271e-07 -2.4349183336e-08 7.4814729757
13 1 1.6909172428 1.8703629757 11.2222329757
14 1 1.6909172428 -2.4349183336e-08 13.0925329757
15 1 2.4283119271e-07 1.8703629757 13.0925329757
16 1 2.4283119271e-07 -2.4349183336e-08 11.2222329757
17 1 1.6909172428 5.6111029757 -2.4349183336e-08
18 1 1.6909172428 3.7407329757 1.8703629757
19 1 2.4283119271e-07 5.6111029757 1.8703629757
20 1 2.4283119271e-07 3.7407329757 -2.4349183336e-08
21 1 1.6909172428 5.6111029757 3.7407329757
22 1 1.6909172428 3.7407329757 5.6111029757
23 1 2.4283119271e-07 5.6111029757 5.6111029757
24 1 2.4283119271e-07 3.7407329757 3.7407329757
25 1 1.6909172428 5.6111029757 7.4814729757
26 1 1.6909172428 3.7407329757 9.3518329757
27 1 2.4283119271e-07 5.6111029757 9.3518329757
28 1 2.4283119271e-07 3.7407329757 7.4814729757
29 1 1.6909172428 5.6111029757 11.2222329757
30 1 1.6909172428 3.7407329757 13.0925329757
31 1 2.4283119271e-07 5.6111029757 13.0925329757
32 1 2.4283119271e-07 3.7407329757 11.2222329757
33 1 1.6909172428 9.3518329757 -2.4349183336e-08
34 1 1.6909172428 7.4814729757 1.8703629757
35 1 2.4283119271e-07 9.3518329757 1.8703629757
36 1 2.4283119271e-07 7.4814729757 -2.4349183336e-08
37 1 1.6909172428 9.3518329757 3.7407329757
38 1 1.6909172428 7.4814729757 5.6111029757
39 1 2.4283119271e-07 9.3518329757 5.6111029757
40 1 2.4283119271e-07 7.4814729757 3.7407329757
41 1 1.6909172428 9.3518329757 7.4814729757
42 1 1.6909172428 7.4814729757 9.3518329757
43 1 2.4283119271e-07 9.3518329757 9.3518329757
44 1 2.4283119271e-07 7.4814729757 7.4814729757
45 1 1.6909172428 9.3518329757 11.2222329757
46 1 1.6909172428 7.4814729757 13.0925329757
47 1 2.4283119271e-07 9.3518329757 13.0925329757
48 1 2.4283119271e-07 7.4814729757 11.2222329757
49 1 1.6909172428 13.0925329757 -2.4349183336e-08
50 1 1.6909172428 11.2222329757 1.8703629757
51 1 2.4283119271e-07 13.0925329757 1.8703629757
52 1 2.4283119271e-07 11.2222329757 -2.4349183336e-08
53 1 1.6909172428 13.0925329757 3.7407329757
54 1 1.6909172428 11.2222329757 5.6111029757
55 1 2.4283119271e-07 13.0925329757 5.6111029757
56 1 2.4283119271e-07 11.2222329757 3.7407329757
